Athlete Name,Country,Sport,Gender,Age,Gold Medals,Silver Medals,Bronze Medals
Marcin Pochwala,Poland,Canoe Slalom,M,28,0,0,0
Martynas Pocius,Lithuania,Basketball,M,26,0,0,0
Martin Podhrasky,Czech Republic,Shooting,M,28,0,0,0
Vyacheslav Podlesnyy,Kazakhstan,Shooting,M,34,0,0,0
Svetlana Podobedova,Kazakhstan,Weightlifting,F,26,1,0,0
Natalia Podolskaya,Russian Federation,Canoe Sprint,F,18,0,0,0
Marko Podrascanin,Serbia,Volleyball,M,24,0,0,0
Jakub Podrazil,Czech Republic,Rowing,M,20,0,0,0
Alexandra Podryadova,Kazakhstan,Judo,F,23,0,0,0
Sarah Poewe,Germany,Swimming,F,29,0,0,0
Cristian Poglajen,Argentina,Volleyball,M,23,0,0,0
Ronald Pognon,France,Athletics,M,29,0,0,0
Daria Pogorzelec,Poland,Judo,F,22,0,0,0
Anna Pohlak,Estonia,Sailing,F,19,0,0,0
Nataliya Pohrebnyak,Ukraine,Athletics,F,24,0,0,0
Ekaterina Poistogova,Russian Federation,Athletics,F,21,0,0,1
Mateusz Polaczyk,Poland,Canoe Slalom,M,24,0,0,0
Lucija Polavder,Slovenia,Judo,F,27,0,0,0
Diego Polenta,Uruguay,Football,M,20,0,0,0
Greysia Polii,Indonesia,Badminton,F,25,0,0,0
Dmitrii Polishchuk,Russian Federation,Sailing,M,25,0,0,0
Mikhail Polishchuk,Russian Federation,Swimming,M,23,0,0,0
Sergei Politevich,Belarus,Football,M,22,0,0,0
Ondrej Polivka,Czech Republic,Modern Pentathlon,M,24,0,0,0
Sophie Polkamp,Netherlands,Hockey,F,28,1,0,0
Golan Pollack,Israel,Judo,M,20,0,0,0
Maaike Polspoel,Belgium,Cycling - Road,F,23,0,0,0
Denis Polyakov,Belarus,Football,M,21,0,0,0
Vladislav Polyakov,Kazakhstan,Swimming,M,28,0,0,0
Evgeniya Polyakova,Russian Federation,Athletics,F,29,0,0,0
Dmitry Polyanskiy,Russian Federation,Triathlon,M,25,0,0,0
Aliann Pompey,Guyana,Athletics,F,34,0,0,0
Miguel Ponce,Mexico,Football,M,23,1,0,0
Son Hwa Pong,Democratic People's Republic  of Korea,Football,F,19,0,0,0
Anton Ponkrashov,Russian Federation,Basketball,M,26,0,0,1
Ashwini Ponnappa,India,Badminton,F,22,0,0,0
Spela Ponomarenko Janic,Slovenia,Canoe Sprint,F,30,0,0,0
Boonsak Ponsana,Thailand,Badminton,M,30,0,0,0
Pierre-Alexis Ponsot,France,Sailing,M,37,0,0,0
Kyle Pontifex,New Zealand,Hockey,M,32,0,0,0
Emma Pooley,Great Britain,Cycling - Road,F,29,0,0,0
Victoria Poon,Canada,Swimming,F,27,0,0,0
Krishna Poonia,India,Athletics,F,35,0,0,0
Jarrod Poort,Australia,Swimming,M,17,0,0,0
Elena Popescu,Republic of Moldova,Athletics,F,22,0,0,0
Ekaterina Poplavskaya,Belarus,Athletics,F,25,0,0,0
Veronika Popova,Russian Federation,Swimming,F,21,0,0,0
Bojana Popovic,Montenegro,Handball,F,32,0,1,0
Marika Popowicz,Poland,Athletics,F,24,0,0,0
Marcus Popp,Germany,Volleyball,M,30,0,0,0
Maria Portela,Brazil,Judo,F,24,0,0,0
Pablo Sebastian Portela,Argentina,Handball,M,32,0,0,0
Teresa Portela,Portugal,Canoe Sprint,F,24,0,0,0
Teresa Portela Rivas,Spain,Canoe Sprint,F,30,0,0,0
Jeff Porter,United States of America,Athletics,M,26,0,0,0
Tiffany Porter,Great Britain,Athletics,F,24,0,0,0
Vasek Pospisil,Canada,Tennis,M,22,0,0,0
Vera Pospisilova-Cechlova,Czech Republic,Athletics,F,33,0,0,0
Alise Post,United States of America,Cycling - BMX,F,21,0,0,0
Juan Postigos,Peru,Judo,M,23,0,0,0
Pieter-Jan Postma,Netherlands,Sailing,M,30,0,0,0
Liudmila Postnova,Russian Federation,Handball,F,28,0,0,0
Yury Postrigay,Russian Federation,Canoe Sprint,M,23,1,0,0
Georgina Pota,Hungary,Table Tennis,F,27,0,0,0
Camelia Potec,Romania,Swimming,F,30,0,0,0
Warren Potent,Australia,Shooting,M,50,0,0,0
Magalie Pottier,France,Cycling - BMX,F,23,0,0,0
Viktoriya Potyekhina,Ukraine,Diving,F,19,0,0,0
Ana Pouhila,Tonga,Athletics,F,32,0,0,0
Konstadinos Poulios,Greece,Athletics,M,34,0,0,0
Rene Poulsen,Denmark,Canoe Sprint,M,23,0,0,0
Eszter Povazsay,Hungary,Swimming,F,21,0,0,0
Lorenzo Povegliano,Italy,Athletics,M,27,0,0,0
Maria Jose Poves,Spain,Athletics,F,34,0,0,0
Olesya Povh,Ukraine,Athletics,F,24,0,0,1
Asafa Powell,Jamaica,Athletics,M,29,0,0,0
Caroline Powell,New Zealand,Equestrian,F,39,0,0,1
Stacie Powell,Great Britain,Diving,F,26,0,0,0
Jeff Powers,United States of America,Water Polo,M,32,0,0,0
Olivia Powrie,New Zealand,Sailing,F,24,1,0,0
Anastasiia Pozdniakova,Russian Federation,Diving,F,26,0,0,0
Andrew Pozzi,Great Britain,Athletics,M,20,0,0,0
Bruno Prada,Brazil,Sailing,M,41,0,0,1
Sirivimon Pramongkhol,Thailand,Weightlifting,F,17,0,0,0
Sudket Prapakamol,Thailand,Badminton,M,32,0,0,0
Brooke Pratley,Australia,Rowing,F,32,0,1,0
Yanina Pravalinskay-Karolchyk,Belarus,Athletics,F,35,0,0,0
Danijel Premus,Italy,Water Polo,M,31,0,1,0
Robin Prendes,United States of America,Rowing,M,23,0,0,0
Christian Presciutti,Italy,Water Polo,M,29,0,1,0
Nzingha Prescod,United States of America,Fencing,F,20,0,0,0
Christen Press,United States of America,Football,F,23,0,0,0
Martina Pretelli,San Marino,Athletics,F,23,0,0,0
Maria Prevolaraki,Greece,Wrestling,F,20,0,0,0
Gael Prevost,France,Archery,M,18,0,0,0
Rozle Prezelj,Slovenia,Athletics,M,32,0,0,0
Brian Price,Canada,Rowing,M,36,0,1,0
Olivia Price,Australia,Sailing,F,20,0,1,0
William Priddy,United States of America,Volleyball,M,34,0,0,0
Sebastian Prieto,Great Britain,Handball,M,25,0,0,0
Pablo Prigioni,Argentina,Basketball,M,35,0,0,0
Zoran Primorac,Croatia,Table Tennis,M,43,0,0,0
Hercules Prinsloo,South Africa,Swimming,M,26,0,0,0
Karin Prinsloo,South Africa,Swimming,F,22,0,0,0
Aleksandra Privalova,Belarus,Table Tennis,F,24,0,0,0
Andrija Prlainovic,Serbia,Water Polo,M,25,0,0,1
Shara Proctor,Great Britain,Athletics,F,23,0,0,0
Rajko Prodanovic,Serbia,Handball,M,26,0,0,0
Roman Prodius,Republic of Moldova,Athletics,M,31,0,0,0
Ekaterina Prokofyeva,Russian Federation,Water Polo,F,21,0,0,0
Iuliia Prokopchuk,Ukraine,Diving,F,25,0,0,0
Anastasia Prokopenko,Russian Federation,Badminton,F,26,0,0,0
Anastasiya Prokopenko,Belarus,Modern Pentathlon,F,26,0,0,0
Maksim Prokopenko,Azerbaijan,Canoe Sprint,M,28,0,0,0
Sergey Prokopiev,Russian Federation,Beach Volleyball,M,25,0,0,0
Josef Prorok,Czech Republic,Athletics,M,24,0,0,0
Andriy Protsenko,Ukraine,Athletics,M,24,0,0,0
Stephanie Proud,Great Britain,Swimming,F,23,0,0,0
Benjamin Provisor,United States of America,Wrestling,M,22,0,0,0
Tanyaporn Prucksakorn,Thailand,Shooting,F,22,0,0,0
Mariusz Prudel,Poland,Beach Volleyball,M,26,0,0,0
Simone Prutsch,Austria,Badminton,F,33,0,0,0
Oleksiy Prygorov,Ukraine,Diving,M,25,0,0,0
Valery Pryiemka,Belarus,Fencing,M,29,0,0,0
Maryna Pryshchepa,Ukraine,Judo,F,29,0,0,0
Daryna Prystupa,Ukraine,Athletics,F,24,0,0,0
Andriy Pryveda,Ukraine,Rowing,M,26,0,0,0
Lukasz Przybytek,Poland,Sailing,M,23,0,0,0
Evangelia Psarra,Greece,Archery,F,38,0,0,0
Jirina Ptacnikova,Czech Republic,Athletics,F,26,0,0,0
Ewelina Ptak,Poland,Athletics,F,25,0,0,0
Fabian Hernando Puerta Zapata,Colombia,Cycling - Track,M,21,0,0,0
Bence Pulai,Hungary,Swimming,M,20,0,0,0
Angel Pulgar,Venezuela,Cycling - Track,M,23,0,0,0
Alan Pulido,Mexico,Football,M,21,0,0,0
Angela Pumariega Menendez,Spain,Sailing,F,27,1,0,0
Anita Punt,New Zealand,Hockey,F,24,0,0,0
Leena Puotiniemi,Finland,Athletics,F,36,0,0,0
Leuris Pupo,Cuba,Shooting,M,35,1,0,0
Zac Purchase,Great Britain,Rowing,M,26,0,1,0
Lkhamdegd Purevjargal,Mongolia,Judo,F,25,0,0,0
Unurbat Purevjav,Mongolia,Wrestling,M,24,0,0,0
Nicholas Purnell,Australia,Rowing,M,22,0,0,0
Nikica Pusic-Koroljevic,Croatia,Handball,F,29,0,0,0
Sanita Puspure,Ireland,Rowing,F,30,0,0,0
Irene Pusterla,Switzerland,Athletics,F,24,0,0,0
Barna Putics,Hungary,Handball,M,27,0,0,0
Aleksandra Putra,Poland,Swimming,F,25,0,0,0
Ingrid Puusta,Estonia,Sailing,F,21,0,0,0
Viktorya Pyatachenko,Ukraine,Athletics,F,23,0,0,0
Oleksandr Pyatnytsya,Ukraine,Athletics,M,27,0,1,0
Susannah Pyatt,New Zealand,Sailing,F,22,0,0,0
Nataliya Pyhyda,Ukraine,Athletics,F,31,0,0,0
Monika Pyrek,Poland,Athletics,F,32,0,0,0
Anna Pysmenska,Ukraine,Diving,F,21,0,0,0
Shenjie Qieyang,People's Republic of China,Athletics,F,21,0,0,1
Kai Qin,People's Republic of China,Diving,M,26,1,1,0
Qiang Qin,People's Republic of China,Athletics,M,29,0,0,0
Bo Qiu,People's Republic of China,Diving,M,19,0,1,0
Yuhan Qiu,People's Republic of China,Swimming,F,14,0,0,0
Rasmus Christian Quaade,Denmark,Cycling - Track,M,22,0,0,0
Zheng Wen Quah,Singapore,Swimming,M,15,0,0,0
Lecabela Quaresma,Sao Tome and Principe,Athletics,F,22,0,0,0
Caroline Queen,United States of America,Canoe Slalom,F,20,0,0,0
Pau Quemada,Spain,Hockey,M,28,0,0,0
Leonardo Facundo Querin,Argentina,Handball,M,30,0,0,0
Carlos Javier Quinchara,Colombia,Triathlon,M,24,0,0,0
Alex Quinonez,Ecuador,Athletics,M,23,0,0,0
Jackson Quinonez,Spain,Athletics,M,32,0,0,0
Giulia Quintavalle,Italy,Judo,F,29,0,0,0
Andrey QUINTERO,Colombia,Sailing,M,26,0,0,0
Cristian Quintero Valero,Venezuela,Swimming,M,19,0,0,0
Jessica Quintino,Brazil,Handball,F,21,0,0,0
Romell Quioto,Honduras,Football,M,21,0,0,0
Rodrigo Quiroga,Argentina,Volleyball,M,25,0,0,0
Rasmus Quist,Denmark,Rowing,M,32,1,0,0
Jaime Quiyuch,Guatemala,Athletics,M,24,0,0,0
Renny Quow,Trinidad and Tobago,Athletics,M,24,0,0,0
Jan Philipp Rabente,Germany,Hockey,M,25,1,0,0
Vasyl Rachyba,Ukraine,Wrestling,M,30,0,0,0
Sergio Armando Rada Rodriguez,Colombia,Weightlifting,M,28,0,0,0
Nikola Raden,Serbia,Water Polo,M,27,0,0,1
Ineta Radevica,Latvia,Athletics,F,31,0,0,0
Federica Radicchi,Italy,Water Polo,F,23,0,0,0
Jovanka Radicevic,Montenegro,Handball,F,25,0,1,0
Jaroslav Radon,Czech Republic,Canoe Sprint,M,25,0,0,0
Aleksandar Radovic,Montenegro,Water Polo,M,25,0,0,0
Ana Radovic,Montenegro,Handball,F,25,0,1,0
Cosmin Radu,Romania,Water Polo,M,30,0,0,0
Agnieszka Radwanska,Poland,Tennis,F,23,0,0,0
Urszula Radwanska,Poland,Tennis,F,21,0,0,0
Svetlana Radzivil,Uzbekistan,Athletics,F,25,0,0,0
Anouk Raes,Belgium,Hockey,F,23,0,0,0
Claire Rafferty,Great Britain,Football,F,23,0,0,0
Abdelhay Saad Abdelrazek Ragab,Egypt,Weightlifting,M,21,0,0,0
Sally Raguib,Djibouti,Judo,F,15,0,0,0
Vyugar Ragymov,Ukraine,Wrestling,M,26,0,0,0
Stsiapan Rahautsou,Belarus,Athletics,M,26,0,0,0
Hassan Sabzali Rahimi,Islamic Republic of Iran,Wrestling,M,23,0,0,0
Ebrahim Rahimian,Islamic Republic of Iran,Athletics,M,31,0,0,0
Jamal Rahimov,Azerbaijan,Equestrian,M,24,0,0,0
Yassine Rahmouni,Morocco,Equestrian,M,27,0,0,0
Tarundeep Rai,India,Archery,M,28,0,0,0
Samira Raif,Morocco,Athletics,F,38,0,0,0
Paige Railey,United States of America,Sailing,F,25,0,0,0
Zach Railey,United States of America,Sailing,M,28,0,0,0
Simone Raineri,Italy,Rowing,M,35,0,0,0
Allar Raja,Estonia,Rowing,M,29,0,0,0
Leyla Rajabi,Islamic Republic of Iran,Athletics,F,29,0,0,0
Sanjeev Rajput,India,Shooting,M,31,0,0,0
Pawel Rakoczy,Poland,Athletics,M,25,0,0,0
Beata Rakonczai,Hungary,Athletics,F,35,0,0,0
Harinelina N Rakotondramanana,Madagascar,Weightlifting,F,23,0,0,0
Maxim Rakov,Kazakhstan,Judo,M,26,0,0,0
Glencora Ralph,Australia,Water Polo,F,24,0,0,1
Andy Ram,Israel,Tennis,M,32,0,0,0
Eslam Ramadan,Egypt,Football,M,21,0,0,0
Ibrahim Ramadan Ibrahim,Egypt,Weightlifting,M,24,0,0,0
Nahla Ramadan Mohamed,Egypt,Weightlifting,F,27,0,0,0
Samson Ramadhani,United Republic of Tanzania,Athletics,M,29,0,0,0
Tsilavina Ramanantsoa,Madagascar,Swimming,M,20,0,0,0
Giulia Rambaldi,Italy,Water Polo,F,25,0,0,0
Fabio Ramella,Switzerland,Shooting,M,32,0,0,0
Arturo Ramirez,Venezuela,Athletics,M,21,0,0,0
Candido Ramirez,Mexico,Football,M,19,0,0,0
Gaston Ramirez,Uruguay,Football,M,21,0,0,0
Sara Ramirez,Spain,Table Tennis,F,24,0,0,0
Yahima Ramirez,Portugal,Judo,F,32,0,0,0
Monica Ramirez Abella,Andorra,Swimming,F,18,0,0,0
Karl-Martin Rammo,Estonia,Sailing,M,23,0,0,0
Tsepo Ramonene,Lesotho,Athletics,M,21,0,0,0
Beverly Ramos,Puerto Rico,Athletics,F,24,0,0,0
Fabiola Ramos,Venezuela,Table Tennis,F,34,0,0,0
Joana Ramos,Portugal,Judo,F,30,0,0,0
Christie Rampone,United States of America,Football,F,37,1,0,0
Luke Ramsay,Canada,Sailing,M,24,0,0,0
Denise Ramsden,Canada,Cycling - Road,F,21,0,0,0
Aaron Ramsey,Great Britain,Football,M,21,0,0,0
Basanta Bahadur Rana,India,Athletics,M,28,0,0,0
Sneh Rana,Nepal,Shooting,F,19,0,0,0
Pawel Randa,Poland,Rowing,M,33,0,0,0
Allison Randall,Jamaica,Athletics,F,24,0,0,0
Milan Randl,Slovakia,Judo,M,25,0,0,0
Juan Miguel Rando Galvez,Spain,Swimming,M,24,0,0,0
Sebastiano Ranfagni,Italy,Swimming,M,27,0,0,0
Nina Rangelova,Bulgaria,Swimming,F,21,0,0,0
Tom Ransley,Great Britain,Rowing,M,26,0,0,1
Milos Raonic,Canada,Tennis,M,21,0,0,0
Michal Rapcewicz,Poland,Equestrian,M,30,0,0,0
Megan Rapinoe,United States of America,Football,F,27,1,0,0
Clemens Rapp,Germany,Swimming,M,23,0,0,0
Fatma Rashed,Egypt,Rowing,F,28,0,0,0
Mohamed Ajfan Rasheed,Maldives,Badminton,M,22,0,0,0
Milan Rasic,Serbia,Volleyball,M,27,0,0,0
Milena Rasic,Serbia,Volleyball,F,21,0,0,0
Juliane Rasmussen,Denmark,Rowing,F,33,0,0,0
Mads Rasmussen,Denmark,Rowing,M,30,1,0,0
Shafqat Rasool,Pakistan,Hockey,M,23,0,0,0
Gregory Rast,Switzerland,Cycling - Road,M,32,0,0,0
Martina Ratej,Slovenia,Athletics,F,30,0,0,0
Yuliya Ratkevich,Azerbaijan,Wrestling,F,27,0,0,1
Sharmin Ratna,Bangladesh,Shooting,F,24,0,0,0
Fetra Ratsimiziva,Madagascar,Judo,M,21,0,0,0
Florian Raudaschl,Austria,Sailing,M,34,0,0,0
Ronald Rauhe,Germany,Canoe Sprint,M,30,0,0,0
Lisa Raymond,United States of America,Tennis,F,39,0,0,1
Mathias Raymond,Monaco,Rowing,M,26,0,0,0
Alexandra Razarenova,Russian Federation,Triathlon,F,22,0,0,0
Bianca Razor,Romania,Athletics,F,18,0,0,0
Shanaze Reade,Great Britain,Cycling - BMX,F,23,0,0,0
Martin Reader,Canada,Beach Volleyball,M,28,0,0,0
Amanda Reason,Canada,Swimming,F,18,0,0,0
Delphine Reau,France,Shooting,F,38,0,0,1
Carla Rebecchi,Argentina,Hockey,F,27,0,1,0
Vira Rebryk,Ukraine,Athletics,F,23,0,0,0
Elise Rechichi,Australia,Sailing,F,26,0,0,0
Jonas Reckermann,Germany,Beach Volleyball,M,33,1,0,0
Xavier Reckinger,Belgium,Hockey,M,28,0,0,0
Janelle Redhead,Grenada,Athletics,F,22,0,0,0
Joel Redhead,Grenada,Athletics,M,26,0,0,0
Meliz Redif,Turkey,Athletics,F,23,0,0,0
Jennie Reed,United States of America,Cycling - Track,F,34,0,1,0
Pete Reed,Great Britain,Rowing,M,31,1,0,0
Brittney Reese,United States of America,Athletics,F,25,1,0,0
Louisa Reeve,Great Britain,Rowing,F,28,0,0,0
Emanuel Rego,Brazil,Beach Volleyball,M,39,0,1,0
Michele Regolo,Italy,Sailing,M,33,0,0,0
Florian REICHSTAEDTER,Austria,Sailing,M,32,0,0,0
Elizabeth Reid,Great Britain,Volleyball,F,23,0,0,0
Sheila Reid,Canada,Athletics,F,23,0,0,0
Justin Reid-Ross,South Africa,Hockey,M,26,0,0,0
Christian Reif,Germany,Athletics,M,27,0,0,0
Stephanie Reilly,Ireland,Athletics,F,34,0,0,0
Antonio Manuel Reina,Spain,Athletics,M,31,0,0,0
Carlos Reinaldo Perez,Hungary,Handball,M,40,0,0,0
Maximilian Reinelt,Germany,Rowing,M,23,1,0,0
Nate Reinking,Great Britain,Basketball,M,38,0,0,0
Julia Reinprecht,United States of America,Hockey,F,21,0,0,0
Katherine Reinprecht,United States of America,Hockey,F,22,0,0,0
Christian Reitz,Germany,Shooting,M,25,0,0,0
Mansur Rejepov,Turkmenistan,Weightlifting,M,30,0,0,0
Maysa Rejepova,Turkmenistan,Athletics,F,19,0,0,0
Ivan Remarenco,Republic of Moldova,Judo,M,24,0,0,0
Ines Remersaro Coronel,Uruguay,Swimming,F,19,0,0,0
Wenjun Ren,People's Republic of China,Canoe Sprint,F,20,0,0,0
Ye Ren,People's Republic of China,Hockey,F,26,0,0,0
Wendie Renard,France,Football,F,22,0,0,0
Ana Maria Rendon,Colombia,Archery,F,26,0,0,0
James Rendon,Colombia,Athletics,M,27,0,0,0
Margrethe Renstrom,Norway,Athletics,F,27,0,0,0
Jackeline Renteria Castillo,Colombia,Wrestling,F,26,0,0,1
Robbie Renwick,Great Britain,Swimming,M,24,0,0,0
Carli Renzi,Australia,Judo,F,29,0,0,0
Daniel Repacholi,Australia,Shooting,M,30,0,0,0
Roline Repelaer van Driel,Netherlands,Rowing,F,28,0,0,1
Nikolaus Resch,Austria,Sailing,M,27,0,0,0
Veniamin Reshetnikov,Russian Federation,Fencing,M,26,0,0,0
Jorge Resurreccion Merodio,Spain,Football,M,20,0,0,0
Aleksey Reunkov,Russian Federation,Athletics,M,28,0,0,0
Julian Reus,Germany,Athletics,M,24,0,0,0
Clelia Reuse,Switzerland,Athletics,F,24,0,0,0
Mariano Reutemann,Argentina,Sailing,M,35,0,0,0
Quentin Rew,New Zealand,Athletics,M,28,0,0,0
Lucas Rey,Argentina,Hockey,M,29,0,0,0
Cristian Reyes,Chile,Athletics,M,26,0,0,0
Diego Reyes,Mexico,Football,M,19,1,0,0
Felipe Reyes,Spain,Basketball,M,32,0,1,0
Francisco Reyes,Honduras,Football,M,22,0,0,0
Anna Reymer,New Zealand,Rowing,F,26,0,0,0
Kristina Reynolds,Germany,Hockey,F,28,0,0,0
Laura Reynolds,Ireland,Athletics,F,23,0,0,0
Lauren Reynolds,Australia,Cycling - BMX,F,21,0,0,0
Jose Roberto Reynoso Fernandez Filho,Brazil,Equestrian,M,32,0,0,0
Ghasem Gholamreza Rezaei,Islamic Republic of Iran,Wrestling,M,26,1,0,0
Bruno Rezende,Brazil,Volleyball,M,26,0,1,0
Renato Rezende,Brazil,Cycling - BMX,M,21,0,0,0
Daniel Rezende Xavier,Brazil,Archery,M,29,0,0,0
Eoin Rheinisch,Ireland,Canoe Slalom,M,32,0,0,0
Kimberly Rhode,United States of America,Shooting,F,33,1,0,0
Ben Rhodes,Great Britain,Sailing,M,31,0,0,0
Jordan Rhodes,Great Britain,Football,M,22,0,0,0
Hyun Ju Ri,Democratic People's Republic  of Korea,Diving,M,16,0,0,0
Jong Myong Ri,Democratic People's Republic  of Korea,Wrestling,M,27,0,0,0
Mi Gyong Ri,Democratic People's Republic  of Korea,Table Tennis,F,21,0,0,0
Myong Sun Ri,Democratic People's Republic  of Korea,Table Tennis,F,20,0,0,0
Nam Sil Ri,Democratic People's Republic  of Korea,Football,F,18,0,0,0
Ye Gyong Ri,Democratic People's Republic  of Korea,Football,F,22,0,0,0
Josleidy Ribalta,Cuba,Athletics,F,22,0,0,0
Yainelis Ribeaux,Cuba,Athletics,F,24,0,0,0
Thais Ribeiro Picart,Brazil,Football,F,29,0,0,0
Guido Riccobelli,Argentina,Handball,M,24,0,0,0
Stephanie Rice,Australia,Swimming,F,24,0,0,0
Maxime Richard,Belgium,Canoe Sprint,M,24,0,0,0
Jonelle Richards,New Zealand,Equestrian,F,31,0,0,1
Micah Richards,Great Britain,Football,M,24,0,0,0
Samantha Richards,Australia,Basketball,F,29,0,0,1
Helen Richardson,Great Britain,Hockey,F,30,0,0,1
Jason Richardson,United States of America,Athletics,M,26,0,1,0
Sanya Richards-Ross,United States of America,Athletics,F,27,2,0,0
Maximiliano Ariel Richeze,Argentina,Cycling - Road,M,29,0,0,0
Joshua Richmond,United States of America,Shooting,M,26,0,0,0
Elena Richter,Germany,Archery,F,23,0,0,0
Julia Richter,Germany,Rowing,F,23,0,1,0
Sergey Richter,Israel,Shooting,M,23,0,0,0
Brenton Rickard,Australia,Swimming,M,28,0,0,1
Sven Riederer,Switzerland,Triathlon,M,31,0,0,0
Elisa Rigaudo,Italy,Athletics,F,32,0,0,0
Natacha Rigobert,Mauritius,Beach Volleyball,F,32,0,0,0
Marc Rigouts,Belgium,Equestrian,M,53,0,0,0
Pramila Rijal,Nepal,Athletics,F,27,0,0,0
Anne Rikala,Finland,Canoe Sprint,F,35,0,0,0
Ali Riley,New Zealand,Football,F,24,0,0,0
Andrew Riley,Jamaica,Athletics,M,23,0,0,0
Jong Sim Rim,Democratic People's Republic  of Korea,Weightlifting,F,19,1,0,0
Michael Rimmer,Great Britain,Athletics,M,26,0,0,0
Vilma Rimsaite,Lithuania,Cycling - BMX,F,29,0,0,0
Tommaso Rinaldi,Italy,Diving,M,21,0,0,0
Hazleydi Yoreli Rincon,Colombia,Football,F,19,0,0,0
Roger Rinderknecht,Switzerland,Cycling - BMX,M,31,0,0,0
Anne-Marie Rindom,Denmark,Sailing,F,21,0,0,0
Teddy Riner,France,Judo,M,23,1,0,0
Fanny Rinne,Germany,Hockey,F,32,0,0,0
Kevin Daniel Rios Quintana,Colombia,Cycling - Track,M,19,0,0,0
Marie Riou,France,Sailing,F,30,0,0,0
Jacques Riparelli,Italy,Athletics,M,29,0,0,0
Mel Rippon,Australia,Water Polo,F,31,0,0,1
Jeffrey Riseley,Australia,Athletics,M,25,0,0,0
Hristina Risteska,Former Yugoslav Republic of Macedonia,Athletics,F,20,0,0,0
Eva Risztov,Hungary,Swimming,F,26,1,0,0
Saulius Ritter,Lithuania,Rowing,M,23,0,0,0
Taylor Ritzel,United States of America,Rowing,F,23,1,0,0
Dathan Ritzenhein,United States of America,Athletics,M,29,0,0,0
Claudia Rivas,Mexico,Triathlon,F,23,0,0,0
Lina Marcela Rivas,Colombia,Weightlifting,F,22,0,0,0
Betsi Gabriela Rivas Arteaga,Venezuela,Weightlifting,F,25,0,0,0
Wuileixis de Jesus Rivas Espinoza,Venezuela,Wrestling,M,21,0,0,0
Annia Rivera,Cuba,Diving,F,21,0,0,0
Luis Rivera,Mexico,Athletics,M,25,0,0,0
Prisilla Altagracia Rivera Brens,Dominican Republic,Volleyball,F,27,0,0,0
Claudia Rivero Modenesi,Peru,Badminton,F,25,0,0,0
Barbara Riveros Diaz,Chile,Triathlon,F,25,0,0,0
Karen Riveros Schulz,Paraguay,Swimming,F,17,0,0,0
Megan Rivers,Australia,Hockey,F,31,0,0,0
Cassio Rivetti,Ukraine,Equestrian,M,32,0,0,0
Matteo Rivolta,Italy,Swimming,M,20,0,0,0
Mariette Rix,South Africa,Hockey,F,31,0,0,0
Anton Rizov,Bulgaria,Shooting,M,24,0,0,0
Muhammad Rizwan (junior),Pakistan,Hockey,M,17,0,0,0
Muhammad Rizwan (senior),Pakistan,Hockey,M,22,0,0,0
Momir Rnic,Serbia,Handball,M,24,0,0,0
Chol Ok Ro,Democratic People's Republic  of Korea,Football,F,19,0,0,0
Aidan Roach,Australia,Water Polo,M,21,0,0,0
Melina Robert-Michon,France,Athletics,F,33,0,0,0
James Roberts,Australia,Swimming,M,21,0,0,0
Jamina Roberts,Sweden,Handball,F,22,0,0,0
Kate Roberts,South Africa,Triathlon,F,29,0,0,0
Nathan Roberts,Australia,Volleyball,M,26,0,0,0
Niall Roberts,Guyana,Swimming,M,21,0,0,0
Josef Robertson,Jamaica,Athletics,M,25,0,0,0
Ricardo Antonio Roberty Moreno,Venezuela,Wrestling,M,29,0,0,0
Glen Robinson,Great Britain,Water Polo,M,23,0,0,0
Jonathan Robinson,South Africa,Hockey,M,25,0,0,0
Khadevis Robinson,United States of America,Athletics,M,36,0,0,0
V'alonee Robinson,Bahamas,Athletics,F,20,0,0,0
Nicholas Robinson-Baker,Great Britain,Diving,M,25,0,0,0
Dayron Robles,Cuba,Athletics,M,25,0,0,0
Sarah Robles,United States of America,Weightlifting,F,24,0,0,0
Joel Robles Blazquez,Spain,Football,M,22,0,0,0
Juliane Robra,Switzerland,Judo,F,29,0,0,0
Laura Robson,Great Britain,Tennis,F,18,0,1,0
Albert Rocas Comas,Spain,Handball,M,30,0,0,0
Samira Rocha,Brazil,Handball,F,23,0,0,0
Talita Rocha,Brazil,Beach Volleyball,F,29,0,0,0
Nicolas Roche,Ireland,Cycling - Road,M,28,0,0,0
Ika Yuliana Rochmawati,Indonesia,Archery,F,23,0,0,0
Olivier Rochus,Belgium,Tennis,M,31,0,0,0
Michael Rock,Great Britain,Swimming,M,25,0,0,0
Mohammad Rodaki,Islamic Republic of Iran,Judo,M,28,0,0,0
Carmen Rodallega,Colombia,Football,F,29,0,0,0
Manuel Rodas Ochoa,Guatemala,Cycling - Road,M,28,0,0,0
Andy Roddick,United States of America,Tennis,M,29,0,0,0
Phuttharaksa Neegree Rodenburg,Thailand,Rowing,F,38,0,0,0
Beth Rodford,Great Britain,Rowing,F,29,0,0,0
Justin Rodhe,Canada,Athletics,M,27,0,0,0
Anastasia Rodionova,Australia,Tennis,F,30,0,0,0
Ana Rodrigues,Portugal,Swimming,F,18,0,0,0
Ana Paula Rodrigues,Brazil,Handball,F,24,0,0,0
Fernanda Rodrigues,Brazil,Volleyball,F,26,1,0,0
Helena Rodrigues,Portugal,Canoe Sprint,F,27,0,0,0
